dPC1	mark	type	x	y
19	H3K4me1	TSC	19	36
-19	H3K4me1	TSC	39	25
19	H3K4me1	TSC	-4	10
19	H3K4me1	TSC	20	34
19	H3K4me1	TSC	13	27
19	H3K4me1	TSC	22	32
-19	H3K4me1	TSC	39	23
-19	H3K4me1	TSC	34	16
19	H3K4me1	TSC	15	20
19	H3K4me1	TSC	26	36
19	H3K4me1	TSC	12	22
19	H3K4me1	TSC	21	32
-19	H3K4me1	TSC	27	13
19	H3K4me1	TSC	24	33
-19	H3K4me1	TSC	36	20
-19	H3K4me1	TSC	35	28
19	H3K4me1	TSC	2	13
19	H3K4me1	TSC	22	30
-19	H3K4me1	TSC	33	24
19	H3K4me1	TSC	18	29
-19	H3K4me1	TSC	31	16
-19	H3K4me1	TSC	40	25
-19	H3K4me1	TSC	39	29
-19	H3K4me1	TSC	36	28
19	H3K4me1	TSC	11	27
-19	H3K4me1	TSC	32	22
19	H3K4me1	TSC	26	35
-19	H3K4me1	TSC	39	26
-19	H3K4me1	TSC	34	17
19	H3K4me1	TSC	10	22
19	H3K4me1	TSC	23	34
19	H3K4me1	TSC	3	19
-19	H3K4me1	TSC	39	27
18	H3K4me1	TSC	0	12
18	H3K4me1	TSC	19	28
18	H3K4me1	TSC	18	32
18	H3K4me1	TSC	19	33
-18	H3K4me1	TSC	36	24
-18	H3K4me1	TSC	38	23
18	H3K4me1	TSC	0	19
18	H3K4me1	TSC	1	15
-18	H3K4me1	TSC	38	26
18	H3K4me1	TSC	-3	15
-18	H3K4me1	TSC	24	13
-18	H3K4me1	TSC	33	23
-18	H3K4me1	TSC	38	28
18	H3K4me1	TSC	12	27
18	H3K4me1	TSC	20	32
-18	H3K4me1	TSC	38	25
-18	H3K4me1	TSC	42	28
18	H3K4me1	TSC	20	30
18	H3K4me1	TSC	15	27
-18	H3K4me1	TSC	39	25
18	H3K4me1	TSC	5	23
-18	H3K4me1	TSC	34	24
18	H3K4me1	TSC	24	33
18	H3K4me1	TSC	21	33
-18	H3K4me1	TSC	28	17
-18	H3K4me1	TSC	37	26
18	H3K4me1	TSC	-4	11
18	H3K4me1	TSC	25	36
18	H3K4me1	TSC	21	32
18	H3K4me1	TSC	25	35
18	H3K4me1	TSC	19	29
-18	H3K4me1	TSC	35	28
18	H3K4me1	TSC	22	33
18	H3K4me1	TSC	23	34
-18	H3K4me1	TSC	41	30
-18	H3K4me1	TSC	30	18
-18	H3K4me1	TSC	36	26
18	H3K4me1	TSC	21	34
18	H3K4me1	TSC	22	32
-18	H3K4me1	TSC	41	28
18	H3K4me1	TSC	13	26
18	H3K4me1	TSC	28	29
18	H3K4me1	TSC	24	36
18	H3K4me1	TSC	22	37
18	H3K4me1	TSC	26	35
-18	H3K4me1	TSC	39	26
18	H3K4me1	TSC	24	35
-18	H3K4me1	TSC	35	19
18	H3K4me1	TSC	23	31
-18	H3K4me1	TSC	32	16
18	H3K4me1	TSC	25	39
-18	H3K4me1	TSC	37	30
-18	H3K4me1	TSC	42	29
-18	H3K4me1	TSC	36	29
18	H3K4me1	TSC	18	31
-18	H3K4me1	TSC	35	26
-18	H3K4me1	TSC	41	25
18	H3K4me1	TSC	16	30
18	H3K4me1	TSC	22	35
-18	H3K4me1	TSC	37	25
18	H3K4me1	TSC	22	34
-18	H3K4me1	TSC	40	30
-18	H3K4me1	TSC	41	31
-18	H3K4me1	TSC	30	20
18	H3K4me1	TSC	8	24
18	H3K4me1	TSC	19	27
-18	H3K4me1	TSC	40	26
18	H3K4me1	TSC	13	27
-18	H3K4me1	TSC	41	24
18	H3K4me1	TSC	20	31
18	H3K4me1	TSC	24	38
-18	H3K4me1	TSC	30	19
18	H3K4me1	TSC	26	30
18	H3K4me1	TSC	14	27
18	H3K4me1	TSC	23	36
-18	H3K4me1	TSC	37	35
-18	H3K4me1	TSC	41	32
18	H3K4me1	TSC	11	23
18	H3K4me1	TSC	5	17
18	H3K4me1	TSC	17	26
-18	H3K4me1	TSC	31	22
18	H3K4me1	TSC	16	31
-18	H3K4me1	TSC	35	22
18	H3K4me1	TSC	6	23
-18	H3K4me1	TSC	27	16
18	H3K4me1	TSC	7	24
18	H3K4me1	TSC	21	31
18	H3K4me1	TSC	-4	12
-18	H3K4me1	TSC	35	23
-18	H3K4me1	TSC	34	20
-18	H3K4me1	TSC	32	28
-18	H3K4me1	TSC	36	22
-18	H3K4me1	TSC	34	22
18	H3K4me1	TSC	27	37
18	H3K4me1	TSC	24	34
-18	H3K4me1	TSC	29	17
18	H3K4me1	TSC	25	37
18	H3K4me1	TSC	15	26
18	H3K4me1	TSC	22	30
-18	H3K4me1	TSC	33	19
-18	H3K4me1	TSC	36	23
18	H3K4me1	TSC	20	35
18	H3K4me1	TSC	-4	14
-18	H3K4me1	TSC	32	21
18	H3K4me1	TSC	22	36
18	H3K4me1	TSC	6	22
18	H3K4me1	TSC	21	30
18	H3K4me1	TSC	12	26
-18	H3K4me1	TSC	42	31
18	H3K4me1	TSC	15	30
18	H3K4me1	TSC	12	23
18	H3K4me1	TSC	24	29
-18	H3K4me1	TSC	35	25
-18	H3K4me1	TSC	38	21
18	H3K4me1	TSC	19	26
18	H3K4me1	TSC	24	31
18	H3K4me1	TSC	20	29
-18	H3K4me1	TSC	33	20
-18	H3K4me1	TSC	34	23
18	H3K4me1	TSC	24	32
-18	H3K4me1	TSC	37	23
18	H3K4me1	TSC	15	28
-18	H3K4me1	TSC	29	14
-18	H3K4me1	TSC	40	32
-18	H3K4me1	TSC	26	22
18	H3K4me1	TSC	21	28
-18	H3K4me1	TSC	33	25
-18	H3K4me1	TSC	30	22
-18	H3K4me1	TSC	38	22
18	H3K4me1	TSC	11	25
18	H3K4me1	TSC	12	29
18	H3K4me1	TSC	11	19
-18	H3K4me1	TSC	36	20
-18	H3K4me1	TSC	37	22
-18	H3K4me1	TSC	38	24
18	H3K4me1	TSC	9	22
-18	H3K4me1	TSC	37	24
-18	H3K4me1	TSC	38	29
-18	H3K4me1	TSC	42	24
-18	H3K4me1	TSC	35	21
18	H3K4me1	TSC	-3	14
18	H3K4me1	TSC	4	16
-18	H3K4me1	TSC	38	30
18	H3K4me1	TSC	20	34
-18	H3K4me1	TSC	29	22
18	H3K4me1	TSC	6	16
-18	H3K4me1	TSC	29	19
18	H3K4me1	TSC	23	35
18	H3K4me1	TSC	7	26
-18	H3K4me1	TSC	31	20
18	H3K4me1	TSC	23	28
18	H3K4me1	TSC	19	30
-18	H3K4me1	TSC	40	23
-18	H3K4me1	TSC	32	22
-18	H3K4me1	TSC	40	25
18	H3K4me1	TSC	2	17
-18	H3K4me1	TSC	26	15
-18	H3K4me1	TSC	39	21
18	H3K4me1	TSC	22	31
-18	H3K4me1	TSC	31	21
-18	H3K4me1	TSC	37	27
-18	H3K4me1	TSC	40	27
18	H3K4me1	TSC	13	28
-18	H3K4me1	TSC	32	23
18	H3K4me1	TSC	17	30
-18	H3K4me1	TSC	29	23
18	H3K4me1	TSC	26	36
18	H3K4me1	TSC	4	24
18	H3K4me1	TSC	2	22
-18	H3K4me1	TSC	35	20
-18	H3K4me1	TSC	31	15
18	H3K4me1	TSC	23	33
18	H3K4me1	TSC	21	29
18	H3K4me1	TSC	20	33
-18	H3K4me1	TSC	39	28
-18	H3K4me1	TSC	30	21
-18	H3K4me1	TSC	37	28
18	H3K4me1	TSC	0	15
18	H3K4me1	TSC	9	21
18	H3K4me1	TSC	0	10
18	H3K4me1	TSC	23	32
18	H3K4me1	TSC	13	24
18	H3K4me1	TSC	18	30
-18	H3K4me1	TSC	35	18
-18	H3K4me1	TSC	36	28
-18	H3K4me1	TSC	39	24
18	H3K4me1	TSC	7	18
-18	H3K4me1	TSC	30	28
-18	H3K4me1	TSC	37	20
-18	H3K4me1	TSC	33	24
18	H3K4me1	TSC	26	32
18	H3K4me1	TSC	2	16
18	H3K4me1	TSC	12	25
18	H3K4me1	TSC	20	28
-18	H3K4me1	TSC	31	25
18	H3K4me1	TSC	13	30
18	H3K4me1	TSC	17	29
18	H3K4me1	TSC	17	31
-18	H3K4me1	TSC	39	27
18	H3K4me1	TSC	-3	8
18	H3K4me1	TSC	8	23
-17	H3K4me1	TSC	39	24
17	H3K4me1	TSC	29	37
17	H3K4me1	TSC	6	19
-17	H3K4me1	TSC	33	23
-17	H3K4me1	TSC	29	19
-17	H3K4me1	TSC	41	35
-17	H3K4me1	TSC	36	21
17	H3K4me1	TSC	23	32
17	H3K4me1	TSC	24	37
-17	H3K4me1	TSC	34	23
17	H3K4me1	TSC	20	31
-17	H3K4me1	TSC	31	19
-17	H3K4me1	TSC	33	21
17	H3K4me1	TSC	-1	15
-17	H3K4me1	TSC	39	27
17	H3K4me1	TSC	10	21
-17	H3K4me1	TSC	38	26
17	H3K4me1	TSC	7	20
-17	H3K4me1	TSC	44	31
-17	H3K4me1	TSC	35	25
17	H3K4me1	TSC	-3	9
-17	H3K4me1	TSC	32	23
17	H3K4me1	TSC	15	27
17	H3K4me1	TSC	21	33
-17	H3K4me1	TSC	30	17
-17	H3K4me1	TSC	40	31
-17	H3K4me1	TSC	35	23
-17	H3K4me1	TSC	36	24
17	H3K4me1	TSC	28	36
17	H3K4me1	TSC	20	33
17	H3K4me1	TSC	23	36
17	H3K4me1	TSC	9	22
17	H3K4me1	TSC	-4	12
17	H3K4me1	TSC	21	32
17	H3K4me1	TSC	5	18
-17	H3K4me1	TSC	36	20
-17	H3K4me1	TSC	31	24
-17	H3K4me1	TSC	40	28
-17	H3K4me1	TSC	37	23
17	H3K4me1	TSC	26	40
17	H3K4me1	TSC	13	25
17	H3K4me1	TSC	22	36
-17	H3K4me1	TSC	32	22
17	H3K4me1	TSC	22	30
17	H3K4me1	TSC	25	37
17	H3K4me1	TSC	17	30
17	H3K4me1	TSC	22	29
-17	H3K4me1	TSC	34	26
-17	H3K4me1	TSC	40	29
-17	H3K4me1	TSC	35	26
17	H3K4me1	TSC	26	35
-17	H3K4me1	TSC	39	25
-17	H3K4me1	TSC	33	22
17	H3K4me1	TSC	17	29
17	H3K4me1	TSC	-3	6
17	H3K4me1	TSC	-3	16
17	H3K4me1	TSC	21	31
-17	H3K4me1	TSC	20	11
17	H3K4me1	TSC	9	24
17	H3K4me1	TSC	18	33
17	H3K4me1	TSC	1	9
-17	H3K4me1	TSC	39	31
-17	H3K4me1	TSC	27	17
17	H3K4me1	TSC	14	28
17	H3K4me1	TSC	19	32
17	H3K4me1	TSC	22	32
17	H3K4me1	TSC	11	25
17	H3K4me1	TSC	23	33
17	H3K4me1	TSC	4	17
17	H3K4me1	TSC	6	21
17	H3K4me1	TSC	-4	9
-17	H3K4me1	TSC	43	28
-17	H3K4me1	TSC	38	24
17	H3K4me1	TSC	20	30
17	H3K4me1	TSC	18	30
17	H3K4me1	TSC	21	34
17	H3K4me1	TSC	23	34
-17	H3K4me1	TSC	37	26
17	H3K4me1	TSC	3	16
17	H3K4me1	TSC	23	31
17	H3K4me1	TSC	18	31
17	H3K4me1	TSC	17	31
17	H3K4me1	TSC	25	34
-17	H3K4me1	TSC	36	26
-17	H3K4me1	TSC	38	25
17	H3K4me1	TSC	22	35
-17	H3K4me1	TSC	35	22
17	H3K4me1	TSC	28	35
17	H3K4me1	TSC	22	31
17	H3K4me1	TSC	-4	8
17	H3K4me1	TSC	20	34
17	H3K4me1	TSC	25	33
17	H3K4me1	TSC	18	29
-17	H3K4me1	TSC	38	28
-17	H3K4me1	TSC	36	23
17	H3K4me1	TSC	19	30
17	H3K4me1	TSC	11	28
17	H3K4me1	TSC	23	35
-17	H3K4me1	TSC	39	26
-17	H3K4me1	TSC	31	26
17	H3K4me1	TSC	8	30
-17	H3K4me1	TSC	33	20
17	H3K4me1	TSC	11	21
-17	H3K4me1	TSC	39	28
17	H3K4me1	TSC	25	32
17	H3K4me1	TSC	20	27
-17	H3K4me1	TSC	37	27
17	H3K4me1	TSC	24	29
-17	H3K4me1	TSC	34	21
17	H3K4me1	TSC	15	31
-17	H3K4me1	TSC	37	28
17	H3K4me1	TSC	16	28
-17	H3K4me1	TSC	37	30
17	H3K4me1	TSC	19	28
-17	H3K4me1	TSC	34	24
-17	H3K4me1	TSC	36	25
-17	H3K4me1	TSC	39	29
17	H3K4me1	TSC	17	32
-17	H3K4me1	TSC	34	22
17	H3K4me1	TSC	26	36
-17	H3K4me1	TSC	35	20
17	H3K4me1	TSC	9	21
-17	H3K4me1	TSC	36	27
-17	H3K4me1	TSC	33	14
17	H3K4me1	TSC	-5	9
17	H3K4me1	TSC	22	33
17	H3K4me1	TSC	24	34
17	H3K4me1	TSC	24	33
17	H3K4me1	TSC	24	35
-17	H3K4me1	TSC	40	26
-17	H3K4me1	TSC	32	21
17	H3K4me1	TSC	19	21
17	H3K4me1	TSC	3	20
17	H3K4me1	TSC	19	29
17	H3K4me1	TSC	4	18
17	H3K4me1	TSC	29	29
17	H3K4me1	TSC	20	29
17	H3K4me1	TSC	5	17
-17	H3K4me1	TSC	36	22
17	H3K4me1	TSC	29	36
-17	H3K4me1	TSC	35	27
17	H3K4me1	TSC	19	31
17	H3K4me1	TSC	14	22
-17	H3K4me1	TSC	37	25
-17	H3K4me1	TSC	42	28
-17	H3K4me1	TSC	32	19
17	H3K4me1	TSC	0	18
-17	H3K4me1	TSC	38	29
-17	H3K4me1	TSC	32	25
17	H3K4me1	TSC	26	37
17	H3K4me1	TSC	0	17
17	H3K4me1	TSC	16	32
17	H3K4me1	TSC	7	19
17	H3K4me1	TSC	21	30
17	H3K4me1	TSC	20	32
17	H3K4me1	TSC	2	16
17	H3K4me1	TSC	24	31
-17	H3K4me1	TSC	31	17
-17	H3K4me1	TSC	35	31
-17	H3K4me1	TSC	39	30
17	H3K4me1	TSC	1	22
17	H3K4me1	TSC	9	25
17	H3K4me1	TSC	5	13
17	H3K4me1	TSC	8	23
17	H3K4me1	TSC	24	38
-17	H3K4me1	TSC	31	28
-17	H3K4me1	TSC	30	21
-17	H3K4me1	TSC	38	27
17	H3K4me1	TSC	12	27
-17	H3K4me1	TSC	32	18
17	H3K4me1	TSC	17	27
17	H3K4me1	TSC	22	27
-17	H3K4me1	TSC	32	17
17	H3K4me1	TSC	5	22
-17	H3K4me1	TSC	37	29
-17	H3K4me1	TSC	26	13
17	H3K4me1	TSC	27	37
-17	H3K4me1	TSC	35	24
-17	H3K4me1	TSC	29	20
17	H3K4me1	TSC	24	36
-17	H3K4me1	TSC	41	28
17	H3K4me1	TSC	15	28
-17	H3K4me1	TSC	34	20
-17	H3K4me1	TSC	33	19
17	H3K4me1	TSC	25	38
17	H3K4me1	TSC	7	22
-17	H3K4me1	TSC	31	29
-17	H3K4me1	TSC	33	18
17	H3K4me1	TSC	22	34
17	H3K4me1	TSC	21	28
-17	H3K4me1	TSC	28	22
17	H3K4me1	TSC	14	27
17	H3K4me1	TSC	25	29
17	H3K4me1	TSC	4	20
-17	H3K4me1	TSC	31	22
-17	H3K4me1	TSC	35	21
17	H3K4me1	TSC	-2	13
17	H3K4me1	TSC	17	33
-17	H3K4me1	TSC	38	30
-17	H3K4me1	TSC	29	17
-17	H3K4me1	TSC	40	30
17	H3K4me1	TSC	26	32
-17	H3K4me1	TSC	42	35
-17	H3K4me1	TSC	31	14
17	H3K4me1	TSC	26	33
-17	H3K4me1	TSC	28	17
-17	H3K4me1	TSC	36	33
-17	H3K4me1	TSC	42	27
17	H3K4me1	TSC	25	27
17	H3K4me1	TSC	19	33
-17	H3K4me1	TSC	25	11
-17	H3K4me1	TSC	27	18
17	H3K4me1	TSC	23	30
17	H3K4me1	TSC	-4	10
17	H3K4me1	TSC	17	26
17	H3K4me1	TSC	16	31
17	H3K4me1	TSC	8	18
-17	H3K4me1	TSC	32	20
17	H3K4me1	TSC	18	28
-17	H3K4me1	TSC	32	31
17	H3K4me1	TSC	23	29
17	H3K4me1	TSC	-3	5
17	H3K4me1	TSC	28	37
-17	H3K4me1	TSC	37	24
17	H3K4me1	TSC	15	22
17	H3K4me1	TSC	2	22
-17	H3K4me1	TSC	32	24
17	H3K4me1	TSC	27	33
17	H3K4me1	TSC	26	38
-17	H3K4me1	TSC	38	31
17	H3K4me1	TSC	12	29
-16	H3K4me1	TSC	32	23
-16	H3K4me1	TSC	35	21
16	H3K4me1	TSC	24	33
-16	H3K4me1	TSC	38	33
16	H3K4me1	TSC	5	23
-16	H3K4me1	TSC	41	30
-16	H3K4me1	TSC	32	24
16	H3K4me1	TSC	21	32
-16	H3K4me1	TSC	36	26
16	H3K4me1	TSC	-1	9
16	H3K4me1	TSC	18	28
-16	H3K4me1	TSC	32	21
-16	H3K4me1	TSC	36	24
16	H3K4me1	TSC	21	26
-16	H3K4me1	TSC	33	23
16	H3K4me1	TSC	14	27
-16	H3K4me1	TSC	36	23
-16	H3K4me1	TSC	37	25
-16	H3K4me1	TSC	32	25
-16	H3K4me1	TSC	36	27
-16	H3K4me1	TSC	38	21
-16	H3K4me1	TSC	35	25
-16	H3K4me1	TSC	34	24
16	H3K4me1	TSC	21	33
16	H3K4me1	TSC	-4	8
-16	H3K4me1	TSC	33	18
-16	H3K4me1	TSC	33	21
16	H3K4me1	TSC	11	21
16	H3K4me1	TSC	20	25
16	H3K4me1	TSC	25	31
-16	H3K4me1	TSC	40	29
-16	H3K4me1	TSC	35	27
16	H3K4me1	TSC	26	36
-16	H3K4me1	TSC	37	26
-16	H3K4me1	TSC	16	8
16	H3K4me1	TSC	21	29
16	H3K4me1	TSC	19	29
16	H3K4me1	TSC	25	38
16	H3K4me1	TSC	23	35
-16	H3K4me1	TSC	33	25
-16	H3K4me1	TSC	30	22
16	H3K4me1	TSC	25	32
16	H3K4me1	TSC	23	30
16	H3K4me1	TSC	22	32
16	H3K4me1	TSC	26	35
16	H3K4me1	TSC	16	28
16	H3K4me1	TSC	8	21
16	H3K4me1	TSC	23	33
16	H3K4me1	TSC	23	37
16	H3K4me1	TSC	13	26
16	H3K4me1	TSC	24	35
-16	H3K4me1	TSC	43	39
16	H3K4me1	TSC	19	36
-16	H3K4me1	TSC	25	23
16	H3K4me1	TSC	-3	10
-16	H3K4me1	TSC	35	23
16	H3K4me1	TSC	17	28
16	H3K4me1	TSC	23	31
16	H3K4me1	TSC	-3	5
-16	H3K4me1	TSC	38	28
16	H3K4me1	TSC	22	33
16	H3K4me1	TSC	23	34
-16	H3K4me1	TSC	41	34
16	H3K4me1	TSC	12	28
16	H3K4me1	TSC	-1	5
-16	H3K4me1	TSC	32	29
16	H3K4me1	TSC	19	28
16	H3K4me1	TSC	22	27
-16	H3K4me1	TSC	34	23
16	H3K4me1	TSC	19	31
-16	H3K4me1	TSC	40	28
-16	H3K4me1	TSC	37	22
16	H3K4me1	TSC	0	14
-16	H3K4me1	TSC	34	21
16	H3K4me1	TSC	4	13
16	H3K4me1	TSC	3	15
-16	H3K4me1	TSC	29	21
16	H3K4me1	TSC	15	25
16	H3K4me1	TSC	11	27
16	H3K4me1	TSC	26	37
16	H3K4me1	TSC	28	39
-16	H3K4me1	TSC	37	24
16	H3K4me1	TSC	28	38
16	H3K4me1	TSC	21	35
16	H3K4me1	TSC	-2	14
16	H3K4me1	TSC	23	32
16	H3K4me1	TSC	9	23
-16	H3K4me1	TSC	38	29
16	H3K4me1	TSC	18	27
16	H3K4me1	TSC	19	27
16	H3K4me1	TSC	19	32
16	H3K4me1	TSC	17	30
16	H3K4me1	TSC	22	34
-16	H3K4me1	TSC	38	25
-16	H3K4me1	TSC	27	18
-16	H3K4me1	TSC	39	25
16	H3K4me1	TSC	20	36
-16	H3K4me1	TSC	30	30
16	H3K4me1	TSC	5	16
-16	H3K4me1	TSC	34	25
-16	H3K4me1	TSC	40	34
16	H3K4me1	TSC	22	31
-16	H3K4me1	TSC	39	29
16	H3K4me1	TSC	21	34
-16	H3K4me1	TSC	32	20
-16	H3K4me1	TSC	23	14
16	H3K4me1	TSC	-4	9
-16	H3K4me1	TSC	35	30
-16	H3K4me1	TSC	33	19
-16	H3K4me1	TSC	39	23
-16	H3K4me1	TSC	37	23
16	H3K4me1	TSC	20	29
16	H3K4me1	TSC	26	31
16	H3K4me1	TSC	20	27
16	H3K4me1	TSC	7	23
16	H3K4me1	TSC	25	35
-16	H3K4me1	TSC	26	18
16	H3K4me1	TSC	20	35
-16	H3K4me1	TSC	35	24
-16	H3K4me1	TSC	27	17
16	H3K4me1	TSC	19	30
-16	H3K4me1	TSC	39	30
-16	H3K4me1	TSC	33	20
16	H3K4me1	TSC	6	21
16	H3K4me1	TSC	21	28
16	H3K4me1	TSC	24	32
-16	H3K4me1	TSC	38	24
-16	H3K4me1	TSC	30	23
-16	H3K4me1	TSC	38	30
-16	H3K4me1	TSC	35	28
16	H3K4me1	TSC	10	22
16	H3K4me1	TSC	22	35
16	H3K4me1	TSC	18	30
16	H3K4me1	TSC	23	28
16	H3K4me1	TSC	25	36
-16	H3K4me1	TSC	31	20
16	H3K4me1	TSC	14	28
-16	H3K4me1	TSC	38	26
-16	H3K4me1	TSC	45	33
16	H3K4me1	TSC	30	38
-16	H3K4me1	TSC	33	17
16	H3K4me1	TSC	10	23
-16	H3K4me1	TSC	35	26
-16	H3K4me1	TSC	39	27
16	H3K4me1	TSC	17	27
16	H3K4me1	TSC	27	35
-16	H3K4me1	TSC	41	32
-16	H3K4me1	TSC	43	31
-16	H3K4me1	TSC	33	22
16	H3K4me1	TSC	21	27
16	H3K4me1	TSC	25	39
-16	H3K4me1	TSC	34	20
-16	H3K4me1	TSC	28	20
16	H3K4me1	TSC	-1	12
-16	H3K4me1	TSC	36	22
-16	H3K4me1	TSC	19	12
16	H3K4me1	TSC	3	17
16	H3K4me1	TSC	10	17
-16	H3K4me1	TSC	40	26
16	H3K4me1	TSC	24	34
16	H3K4me1	TSC	6	20
-16	H3K4me1	TSC	40	27
-16	H3K4me1	TSC	31	21
-16	H3K4me1	TSC	29	20
16	H3K4me1	TSC	25	33
-16	H3K4me1	TSC	31	19
-16	H3K4me1	TSC	39	24
-16	H3K4me1	TSC	36	30
16	H3K4me1	TSC	4	22
16	H3K4me1	TSC	28	34
-16	H3K4me1	TSC	30	17
-16	H3K4me1	TSC	33	26
-16	H3K4me1	TSC	41	31
-16	H3K4me1	TSC	38	31
16	H3K4me1	TSC	16	26
16	H3K4me1	TSC	21	31
16	H3K4me1	TSC	22	29
16	H3K4me1	TSC	21	22
-16	H3K4me1	TSC	30	19
-16	H3K4me1	TSC	35	18
16	H3K4me1	TSC	22	30
16	H3K4me1	TSC	20	31
-16	H3K4me1	TSC	34	18
16	H3K4me1	TSC	24	31
16	H3K4me1	TSC	14	26
-16	H3K4me1	TSC	34	22
16	H3K4me1	TSC	19	26
-16	H3K4me1	TSC	29	25
16	H3K4me1	TSC	20	34
-16	H3K4me1	TSC	36	25
16	H3K4me1	TSC	28	36
-16	H3K4me1	TSC	28	17
-16	H3K4me1	TSC	32	16
-16	H3K4me1	TSC	35	22
-16	H3K4me1	TSC	34	30
16	H3K4me1	TSC	11	22
16	H3K4me1	TSC	6	18
16	H3K4me1	TSC	19	35
-16	H3K4me1	TSC	30	31
-16	H3K4me1	TSC	34	28
16	H3K4me1	TSC	27	40
16	H3K4me1	TSC	12	27
-16	H3K4me1	TSC	39	22
-16	H3K4me1	TSC	35	29
16	H3K4me1	TSC	1	19
16	H3K4me1	TSC	7	21
16	H3K4me1	TSC	11	23
16	H3K4me1	TSC	1	15
16	H3K4me1	TSC	17	29
16	H3K4me1	TSC	9	21
16	H3K4me1	TSC	25	37
16	H3K4me1	TSC	2	9
16	H3K4me1	TSC	9	26
16	H3K4me1	TSC	8	20
16	H3K4me1	TSC	15	27
16	H3K4me1	TSC	29	38
16	H3K4me1	TSC	15	29
16	H3K4me1	TSC	16	31
-16	H3K4me1	TSC	29	19
16	H3K4me1	TSC	12	23
16	H3K4me1	TSC	27	33
-16	H3K4me1	TSC	31	23
-16	H3K4me1	TSC	30	16
-16	H3K4me1	TSC	32	27
16	H3K4me1	TSC	22	25
-16	H3K4me1	TSC	39	28
-16	H3K4me1	TSC	38	23
-16	H3K4me1	TSC	29	18
16	H3K4me1	TSC	21	30
16	H3K4me1	TSC	20	24
16	H3K4me1	TSC	26	34
-16	H3K4me1	TSC	35	20
16	H3K4me1	TSC	17	25
-16	H3K4me1	TSC	40	30
16	H3K4me1	TSC	18	31
16	H3K4me1	TSC	23	38
16	H3K4me1	TSC	17	31
16	H3K4me1	TSC	20	30
16	H3K4me1	TSC	20	28
-16	H3K4me1	TSC	34	27
-16	H3K4me1	TSC	26	21
16	H3K4me1	TSC	18	29
-16	H3K4me1	TSC	22	13
-16	H3K4me1	TSC	33	14
-16	H3K4me1	TSC	33	24
16	H3K4me1	TSC	30	29
-16	H3K4me1	TSC	40	25
16	H3K4me1	TSC	9	16
16	H3K4me1	TSC	18	26
16	H3K4me1	TSC	17	22
-16	H3K4me1	TSC	37	29
-16	H3K4me1	TSC	34	19
16	H3K4me1	TSC	10	20
-16	H3K4me1	TSC	32	19
-16	H3K4me1	TSC	30	20
-16	H3K4me1	TSC	38	27
16	H3K4me1	TSC	10	28
16	H3K4me1	TSC	23	29
16	H3K4me1	TSC	21	36
-16	H3K4me1	TSC	41	25
-16	H3K4me1	TSC	31	25
16	H3K4me1	TSC	21	23
16	H3K4me1	TSC	25	30
16	H3K4me1	TSC	9	25
-16	H3K4me1	TSC	31	22
16	H3K4me1	TSC	27	37
-16	H3K4me1	TSC	34	26
-16	H3K4me1	TSC	34	17
16	H3K4me1	TSC	20	26
16	H3K4me1	TSC	10	26
15	H3K4me1	TSC	23	32
-15	H3K4me1	TSC	35	23
15	H3K4me1	TSC	11	23
-15	H3K4me1	TSC	33	23
15	H3K4me1	TSC	22	25
-15	H3K4me1	TSC	42	32
15	H3K4me1	TSC	14	27
-15	H3K4me1	TSC	41	30
-15	H3K4me1	TSC	39	28
15	H3K4me1	TSC	3	18
15	H3K4me1	TSC	13	27
15	H3K4me1	TSC	-1	5
15	H3K4me1	TSC	21	29
15	H3K4me1	TSC	4	16
15	H3K4me1	TSC	21	30
-15	H3K4me1	TSC	28	11
-15	H3K4me1	TSC	30	21
15	H3K4me1	TSC	5	21
15	H3K4me1	TSC	23	34
-15	H3K4me1	TSC	18	5
-15	H3K4me1	TSC	35	27
-15	H3K4me1	TSC	42	29
-15	H3K4me1	TSC	33	24
15	H3K4me1	TSC	18	25
15	H3K4me1	TSC	24	31
-15	H3K4me1	TSC	38	24
15	H3K4me1	TSC	19	31
15	H3K4me1	TSC	25	36
-15	H3K4me1	TSC	36	26
-15	H3K4me1	TSC	39	29
15	H3K4me1	TSC	21	28
15	H3K4me1	TSC	16	26
-15	H3K4me1	TSC	29	17
15	H3K4me1	TSC	20	26
-15	H3K4me1	TSC	33	19
15	H3K4me1	TSC	20	29
-15	H3K4me1	TSC	32	18
15	H3K4me1	TSC	25	28
-15	H3K4me1	TSC	27	15
-15	H3K4me1	TSC	32	21
-15	H3K4me1	TSC	28	17
15	H3K4me1	TSC	9	18
15	H3K4me1	TSC	21	27
-15	H3K4me1	TSC	30	17
-15	H3K4me1	TSC	27	23
-15	H3K4me1	TSC	34	22
-15	H3K4me1	TSC	34	23
15	H3K4me1	TSC	-2	11
15	H3K4me1	TSC	14	28
-15	H3K4me1	TSC	37	25
-15	H3K4me1	TSC	39	22
-15	H3K4me1	TSC	29	5
15	H3K4me1	TSC	18	31
15	H3K4me1	TSC	11	28
15	H3K4me1	TSC	10	22
15	H3K4me1	TSC	15	22
15	H3K4me1	TSC	27	35
15	H3K4me1	TSC	22	32
15	H3K4me1	TSC	27	28
-15	H3K4me1	TSC	27	17
-15	H3K4me1	TSC	26	15
15	H3K4me1	TSC	9	19
15	H3K4me1	TSC	20	24
15	H3K4me1	TSC	19	30
15	H3K4me1	TSC	20	32
